measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,HIV/AIDS,Rate,1999,3.427129298853647,3.533987565930601,3.3200249899804004
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Diarrheal diseases,Rate,1999,2.3870327170141277,2.5316655335311506,2.2558374481919126
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Lower respiratory infections,Rate,1999,26.39954914837202,27.44476022372697,25.448176634823838
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Ischemic heart disease,Rate,1999,374.2556359375486,384.5280145848472,358.7277464567886
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Stroke,Rate,1999,239.5371957230362,247.24502492810205,227.63272557030112
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Chronic obstructive pulmonary disease,Rate,1999,29.446034744810714,30.89808069062305,27.78451807088712
Deaths,North Africa and Middle East,Both,All ages,All causes,Rate,2000,578.2746202658423,583.0322115775455,574.1675679732897
Deaths,North Africa and Middle East,Both,All ages,Tuberculosis,Rate,2000,6.146064281499454,9.55069989272564,3.8241834924411275
Deaths,North Africa and Middle East,Both,All ages,HIV/AIDS,Rate,2000,1.6806895290969157,2.5899412098653594,1.036689634808559
Deaths,North Africa and Middle East,Both,All ages,Diarrheal diseases,Rate,2000,11.876037874170121,16.17729860956022,8.264094574944108
Deaths,South Asia,Both,All ages,Diabetes mellitus,Rate,2001,14.426994910536076,19.228435591463583,11.092299021922534
Deaths,South Asia,Both,All ages,Chronic kidney disease,Rate,2001,8.339425746771928,10.417081121894212,6.648354877027995
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Road injuries,Rate,1999,18.720230469595172,19.755611372611842,17.61457224414522
Deaths,North Africa and Middle East,Both,All ages,Lower respiratory infections,Rate,2000,31.232060242817255,37.413841033542155,25.88388351147534
Deaths,North Africa and Middle East,Both,All ages,Malaria,Rate,2000,2.135929738976823,3.2976802904673863,1.0868891758013175
Deaths,North Africa and Middle East,Both,All ages,Chronic obstructive pulmonary disease,Rate,2000,12.310031518377658,15.855737754938726,8.782283005201087
Deaths,Sub-Saharan Africa,Both,All ages,Malaria,Rate,2011,78.07612020108266,121.76470333326327,43.14948796318116
Deaths,Latin America and Caribbean,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,9.700041173544376,10.048546546386836,9.293057583206155
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus,Rate,2000,22.97337796930268,24.133086506890038,21.62664831983304
Deaths,Latin America and Caribbean,Both,All ages,Chronic kidney disease,Rate,2000,18.935371673752385,20.058031476475,17.82795594931805
Deaths,Sub-Saharan Africa,Both,All ages,Alzheimer's disease and other dementias,Rate,2011,6.406292519738436,16.185395276708043,1.520383404771655
Deaths,Sub-Saharan Africa,Both,All ages,Self-harm,Rate,2011,7.861083142586987,10.569985730582466,5.678201609313002
Deaths,Sub-Saharan Africa,Both,All ages,All causes,Rate,1998,1412.844319200191,1424.5420330243549,1401.0895041381611
Deaths,Sub-Saharan Africa,Both,All ages,Tuberculosis,Rate,1998,77.45403461707551,109.58387809048659,53.814421482263185
Deaths,Sub-Saharan Africa,Both,All ages,HIV/AIDS,Rate,1998,170.01814999727893,183.913234305644,159.19735795887425
Deaths,Sub-Saharan Africa,Both,All ages,Diarrheal diseases,Rate,1998,151.4303281113633,199.49769494565433,108.31107153551228
Deaths,Sub-Saharan Africa,Both,All ages,Lower respiratory infections,Rate,1998,117.15343069722617,146.26911327754965,95.54227250752207
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,1998,27.155011643454078,34.84817111911709,21.114218012244702
Deaths,Sub-Saharan Africa,Both,All ages,Stroke,Rate,1998,46.529495252450744,56.83310367019014,38.111937221609914
Deaths,North Africa and Middle East,Both,All ages,Alzheimer's disease and other dementias,Rate,1999,7.3302781277748625,19.245430757950523,1.7315119731626047
Deaths,High-income North America,Both,All ages,All causes,Rate,2001,836.8470675255102,837.5642932847094,836.0634758302525
Deaths,North Africa and Middle East,Both,All ages,Self-harm,Rate,2000,3.468814387241751,4.489621519969997,2.588301269037113
Deaths,Sub-Saharan Africa,Both,All ages,Chronic obstructive pulmonary disease,Rate,1998,8.992462600387174,12.8352199059101,6.176235069301801
Deaths,Sub-Saharan Africa,Both,All ages,Road injuries,Rate,1998,31.108243873059358,40.78258962930374,20.65323443524057
Deaths,Oceania,Both,All ages,All causes,Rate,2000,695.4862206711323,711.4460605025296,680.0316760574178
Deaths,Oceania,Both,All ages,Tuberculosis,Rate,2000,27.046226864313336,39.823486243068515,19.233223730564063
Deaths,Oceania,Both,All ages,HIV/AIDS,Rate,2000,7.7394232795485225,11.744864418814956,5.352916785057956
Deaths,Oceania,Both,All ages,Diarrheal diseases,Rate,2000,25.946392038706065,36.626136585105954,17.232022379649262
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus,Rate,1999,12.177156498978926,16.078906310342234,9.335513947199647
Deaths,Oceania,Both,All ages,All causes,Rate,2001,691.5008127856603,707.7799406581004,676.5759520973282
Deaths,Oceania,Both,All ages,Tuberculosis,Rate,2001,26.365907916836758,38.802224201996204,18.64299899483356
Deaths,Oceania,Both,All ages,HIV/AIDS,Rate,2001,9.72169676898882,14.568672460589925,6.793984340661723
Deaths,Oceania,Both,All ages,Diarrheal diseases,Rate,2001,24.66393534988175,35.11860481132769,16.189088916013947
Deaths,High-income North America,Both,All ages,Tuberculosis,Rate,2001,0.4149035654043044,0.4607141025386885,0.35781344210968113
Deaths,High-income North America,Both,All ages,HIV/AIDS,Rate,2001,5.224909044714362,5.37395469409068,5.077052424940195
Deaths,High-income North America,Both,All ages,Diarrheal diseases,Rate,2001,1.4175717942093482,1.564676316578447,1.2361297913981504
Deaths,High-income North America,Both,All ages,Ischemic heart disease,Rate,2001,195.0237345685043,207.27523425293657,173.58697135842692
Deaths,High-income North America,Both,All ages,Stroke,Rate,2001,61.56511507192705,66.6451531169534,52.859339108132794
Deaths,Sub-Saharan Africa,Both,All ages,Diabetes mellitus,Rate,1998,14.897584336565945,18.4219740176793,11.753988738162914
Deaths,Sub-Saharan Africa,Both,All ages,Chronic kidney disease,Rate,1998,15.209355426684088,19.27694292123017,11.408065102310733
Deaths,North Africa and Middle East,Both,All ages,All causes,Rate,2001,568.8063736596314,573.242205705132,564.4563779612057
Deaths,North Africa and Middle East,Both,All ages,Tuberculosis,Rate,2001,5.77919413765714,9.09460902630682,3.5627644761652317
Deaths,North Africa and Middle East,Both,All ages,HIV/AIDS,Rate,2001,1.7916150837976175,2.7670761428626123,1.130148838416793
Deaths,North Africa and Middle East,Both,All ages,Diarrheal diseases,Rate,2001,10.794719009528198,14.764254198288468,7.342805597859828
Deaths,Latin America and Caribbean,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,9.560383634203665,9.933928051033199,9.167315486975223
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus,Rate,1999,22.82617742307968,23.842883616921334,21.627759578655283
Deaths,Latin America and Caribbean,Both,All ages,Chronic kidney disease,Rate,1999,17.837325763646326,18.871187923029105,16.71609046374512
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Rate,2001,111.55176515954125,129.91912291512722,95.32294227335917
Deaths,North Africa and Middle East,Both,All ages,Stroke,Rate,2001,73.75857348942579,89.6074594934811,61.74644239791478
Deaths,Oceania,Both,All ages,Lower respiratory infections,Rate,2001,62.55340664045474,78.23330876572396,48.78175917315991
Deaths,Oceania,Both,All ages,Ischemic heart disease,Rate,2001,82.41316444782734,103.16009801771932,65.19153970457715
Deaths,Oceania,Both,All ages,Stroke,Rate,2001,61.068956266019576,77.44566260322927,46.355166827777076
Deaths,High-income North America,Both,All ages,Chronic obstructive pulmonary disease,Rate,2001,46.75385208465215,49.43208886556163,41.991312817679194
Deaths,High-income North America,Both,All ages,Road injuries,Rate,2001,16.118916456579917,16.6086458843068,15.607376168770022
Deaths,North Africa and Middle East,Both,All ages,Lower respiratory infections,Rate,2001,29.716993734652334,35.04876853678534,24.591990849596943
Deaths,North Africa and Middle East,Both,All ages,Malaria,Rate,2001,2.053638749900309,3.1901739607491835,1.0810076370903117
Deaths,North Africa and Middle East,Both,All ages,Road injuries,Rate,2002,22.63548324188371,28.508083843542824,16.577331952130777
Deaths,Oceania,Both,All ages,Lower respiratory infections,Rate,2000,63.442871148434044,79.69145395976292,50.052180647523464
Deaths,Oceania,Both,All ages,Ischemic heart disease,Rate,2000,82.48836013602204,100.82213676658849,64.98700737190802
Deaths,Oceania,Both,All ages,Stroke,Rate,2000,61.82740536403044,77.31706669028704,46.47735977651385
Deaths,Oceania,Both,All ages,Chronic obstructive pulmonary disease,Rate,2000,34.36614592869922,45.85603860742924,23.3938488317792
Deaths,Oceania,Both,All ages,Road injuries,Rate,2000,15.356234999252795,19.99111567582953,11.278716528829314
Deaths,Oceania,Both,All ages,Chronic obstructive pulmonary disease,Rate,2001,34.22279126550502,45.36603622046221,23.57150753768331
Deaths,Oceania,Both,All ages,Road injuries,Rate,2001,15.082368476691377,19.62453386901422,11.140512715242421
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Rate,2002,16.015542466206753,39.928238591586506,3.9492341475883697
Deaths,Latin America and Caribbean,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,9.827738020873,10.208106505232745,9.423067627374778
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus,Rate,2001,23.41870012534501,24.627798189129564,22.046827832168077
Deaths,Latin America and Caribbean,Both,All ages,Chronic kidney disease,Rate,2001,19.69819903759985,20.880126870396005,18.50926025424328
Deaths,Global,Both,All ages,Diabetes mellitus,Rate,2002,15.507461910327832,17.610254525003835,13.37964890424973
Deaths,High-income North America,Both,All ages,All causes,Rate,1999,845.679269228929,846.5334678886512,844.9597881021114
Deaths,High-income North America,Both,All ages,Tuberculosis,Rate,1999,0.5287925277945428,0.5918674706552269,0.46164118978304486
Deaths,High-income North America,Both,All ages,HIV/AIDS,Rate,1999,5.760177896305988,5.92961931530907,5.589881309560689
Deaths,High-income North America,Both,All ages,Diarrheal diseases,Rate,1999,0.8437247457716991,0.9329968565388146,0.7384070595235571
Deaths,High-income North America,Both,All ages,Ischemic heart disease,Rate,1999,208.03646617987064,220.31163884376454,185.70356504563003
Deaths,High-income North America,Both,All ages,Stroke,Rate,1999,63.03529845861155,68.0716340131144,54.732019530064456
Deaths,North Africa and Middle East,Both,All ages,Chronic obstructive pulmonary disease,Rate,2001,12.347877728781082,15.824438011352546,8.837670292978785
Deaths,North Africa and Middle East,Both,All ages,Self-harm,Rate,2001,3.487666386696785,4.539903981187758,2.6205161734837574
Deaths,South Asia,Both,All ages,Alzheimer's disease and other dementias,Rate,1999,4.371288307319768,11.842729751691232,1.060058295252245
Deaths,North Africa and Middle East,Both,All ages,Road injuries,Rate,2001,22.88145813474483,29.17672778170766,16.85982731310815
Deaths,South Asia,Both,All ages,Diabetes mellitus,Rate,1999,14.101395501126603,18.672532213073737,10.830027137499197
Deaths,South Asia,Both,All ages,Chronic kidney disease,Rate,1999,8.403636683597357,10.487842017303706,6.626208627675849
Deaths,Oceania,Both,All ages,All causes,Rate,1999,697.8654526889532,713.7735666107232,683.8421731853902
Deaths,Oceania,Both,All ages,Tuberculosis,Rate,1999,27.838711084844004,41.95352686725433,19.603084547288283
Deaths,Oceania,Both,All ages,HIV/AIDS,Rate,1999,5.81868256227269,9.06035310379895,3.883749786062765
Deaths,Oceania,Both,All ages,Diarrheal diseases,Rate,1999,26.46711424719336,37.72124240606747,16.930048824425842
Deaths,Western Europe,Both,All ages,Diabetes mellitus,Rate,1999,21.80293749506486,23.207290386240143,19.76289592988027
Deaths,Western Europe,Both,All ages,Chronic kidney disease,Rate,1999,14.657798828714776,16.171051485476262,12.987938837552392
Deaths,Oceania,Both,All ages,Lower respiratory infections,Rate,1999,64.06038718889644,80.8628629493695,50.83450447897419
Deaths,Oceania,Both,All ages,Ischemic heart disease,Rate,1999,81.86587537595041,100.54050595466003,64.12605129253666
Deaths,Oceania,Both,All ages,Stroke,Rate,1999,62.16481798710612,78.10717163614781,45.40706176426911
Deaths,Oceania,Both,All ages,Chronic obstructive pulmonary disease,Rate,1999,34.38447019111049,47.20018078715652,23.419221723418136
Deaths,Oceania,Both,All ages,Road injuries,Rate,1999,15.601061603111011,19.68357536857994,11.522018590189942
Deaths,Western Europe,Both,All ages,Diabetes mellitus,Rate,2000,21.74897657795386,23.1180919052063,19.656076941472108
Deaths,Western Europe,Both,All ages,Chronic kidney disease,Rate,2000,16.043232172196625,17.65235879007412,14.061905362173533
Deaths,High-income North America,Both,All ages,Chronic obstructive pulmonary disease,Rate,1999,45.83051002631342,48.32155747889639,41.23347877338965
Deaths,High-income North America,Both,All ages,Road injuries,Rate,1999,16.289084066601,16.792440835094908,15.82478671760836
Deaths,High-income North America,Both,All ages,All causes,Rate,2000,841.4271050121158,842.2547437563601,840.7146137330609
Deaths,North Africa and Middle East,Both,All ages,Chronic obstructive pulmonary disease,Rate,2002,12.336696120539251,15.802814482090048,9.01836017599061
Deaths,Global,Both,All ages,All causes,Rate,2012,728.9014561165714,734.1252569680373,722.6674901784969
Deaths,Global,Both,All ages,Tuberculosis,Rate,2012,19.135549366043556,23.079061991976033,15.706724992264414
Deaths,Global,Both,All ages,HIV/AIDS,Rate,2012,15.221513566098984,16.555326364877335,14.048967101971138
Deaths,Global,Both,All ages,Diarrheal diseases,Rate,2012,22.454363751228406,29.49552272472643,17.102421435195943
Deaths,Global,Both,All ages,Lower respiratory infections,Rate,2012,34.45412696685852,38.59913858116121,30.57914316368921
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Rate,2000,111.27829916789207,128.73993983470612,93.86618527129397
Deaths,North Africa and Middle East,Both,All ages,Stroke,Rate,2000,74.78822225870641,90.2315368740888,62.18966047673118
Deaths,Global,Both,All ages,Malaria,Rate,2012,10.442486972519452,16.74121198921925,5.308164714224977
Deaths,Global,Both,All ages,Chronic obstructive pulmonary disease,Rate,2012,39.437853980412186,44.178021310353856,34.66108325454306
Deaths,Western Europe,Both,All ages,All causes,Rate,2001,946.8455511463044,947.9163344239992,945.5801523668522
Deaths,Western Europe,Both,All ages,Tuberculosis,Rate,2001,1.4073316723013782,1.526459007326891,1.2596623231354707
Deaths,Western Europe,Both,All ages,HIV/AIDS,Rate,2001,1.7177358068715207,1.7804625979158213,1.6519192809272147
Deaths,Western Europe,Both,All ages,Diarrheal diseases,Rate,2001,1.3324792384181279,1.4687023796446013,1.1708733803461138
Deaths,Global,Both,All ages,Self-harm,Rate,2012,10.35849739604273,11.30382558330537,9.15922902057513
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Malaria,Rate,1999,0.016105699549348283,0.05311153972076922,0.005528998785299694
Deaths,East Asia,Both,All ages,All causes,Rate,2012,630.5883050740948,652.6981749775821,607.1738343947687
Deaths,East Asia,Both,All ages,Tuberculosis,Rate,2012,3.9087728393724674,4.777478241475881,3.3471241485484953
Deaths,East Asia,Both,All ages,HIV/AIDS,Rate,2012,1.1902634025777525,1.4045051412944776,1.0220929864627066
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Alzheimer's disease and other dementias,Rate,1999,19.323961574406116,50.31360525808401,4.651315036500384
Deaths,East Asia,Both,All ages,Diarrheal diseases,Rate,2012,0.41559734716258306,0.6662742489900907,0.3321408328238738
Deaths,East Asia,Both,All ages,Lower respiratory infections,Rate,2012,12.753323904082212,14.493160888480569,11.363472954653318
Deaths,East Asia,Both,All ages,Ischemic heart disease,Rate,2012,96.92683218944134,106.27590720977264,87.57852915033375
Deaths,East Asia,Both,All ages,Stroke,Rate,2012,135.08455220896343,145.95277269492047,122.7103087452412
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Self-harm,Rate,1999,30.712568734904806,32.408175958654304,29.072938937168484
Deaths,East Asia,Both,All ages,Chronic obstructive pulmonary disease,Rate,2012,65.17874798147997,75.14955878632759,55.49493958015505
Deaths,East Asia,Both,All ages,Road injuries,Rate,2012,19.254605838742684,21.61313664372778,15.61519875664512
Deaths,High-income North America,Both,All ages,Tuberculosis,Rate,2000,0.4435857553812751,0.4958046851970558,0.3867899176866478
Deaths,High-income North America,Both,All ages,HIV/AIDS,Rate,2000,5.423471008267626,5.5799171411414115,5.27759278114455
Deaths,High-income North America,Both,All ages,Diarrheal diseases,Rate,2000,1.1791389317711096,1.3039976521754773,1.029542131592607
Deaths,High-income North America,Both,All ages,Ischemic heart disease,Rate,2000,201.18296164209738,213.291018607721,179.58140309185913
Deaths,High-income North America,Both,All ages,Stroke,Rate,2000,62.517078803172296,67.5399185385511,54.0266524194399
Deaths,Oceania,Both,All ages,Malaria,Rate,2012,21.78111877588072,39.48088621762624,8.758188079366878
Deaths,High-income North America,Both,All ages,Chronic obstructive pulmonary disease,Rate,2000,46.572192630400366,49.33104152316382,41.773621199260724
Deaths,High-income North America,Both,All ages,Road injuries,Rate,2000,16.119334121144554,16.593913231577535,15.637800312569205
Deaths,Oceania,Both,All ages,Alzheimer's disease and other dementias,Rate,2012,4.9824216516267885,12.777594897385114,1.1661608098688307
Deaths,Oceania,Both,All ages,Self-harm,Rate,2012,4.449872250949917,5.977403247942335,3.237692668556705
Deaths,Global,Both,All ages,Ischemic heart disease,Rate,2000,102.9178916398446,109.90619092418274,94.99489319771202
Deaths,Global,Both,All ages,Stroke,Rate,2000,99.1964430281488,107.22348698810217,91.34803188361946
Deaths,Oceania,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,9.412675622965246,12.82917925234664,6.766134237429485
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2012,40.129448000226596,41.26579081778174,38.95122985010888
Deaths,Oceania,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,9.415860876519359,13.017570064873732,6.766722432774289
Deaths,South Asia,Both,All ages,Diarrheal diseases,Rate,2001,80.63010506342535,126.90940893259048,64.32305013990984
Deaths,South Asia,Both,All ages,Lower respiratory infections,Rate,2001,51.69567852284921,57.949092505320024,45.74662385619871
Deaths,South Asia,Both,All ages,Malaria,Rate,2001,4.688357852168436,5.6804219752518454,4.04195643114658
Deaths,South Asia,Both,All ages,Chronic obstructive pulmonary disease,Rate,2001,49.55118335068444,59.655487527911404,36.89581026236292
Deaths,Western Europe,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2012,58.85952682572168,61.19647500368055,55.260505687437785
Deaths,North Africa and Middle East,Both,All ages,Self-harm,Rate,2002,3.4777222271388397,4.549755525690636,2.5807756411069622
Deaths,East Asia,Both,All ages,Malaria,Rate,2002,0.003388813241103012,0.007535040038279651,0.0014517010403167648
Deaths,Oceania,Both,All ages,Diabetes mellitus,Rate,2000,46.174077418312294,56.56983413376524,35.54441942247272
Deaths,Oceania,Both,All ages,Chronic kidney disease,Rate,2000,9.333703602884043,11.866963658605606,6.945503801999644
Deaths,North Africa and Middle East,Both,All ages,Road injuries,Rate,2000,23.162344358494533,29.404310826422854,17.10471757897819
Deaths,South Asia,Both,All ages,All causes,Rate,2001,787.4664283259362,799.5935133040633,772.7894654146477
Deaths,South Asia,Both,All ages,Tuberculosis,Rate,2001,56.74193282329523,72.98200865806504,46.35654902861231
Deaths,South Asia,Both,All ages,HIV/AIDS,Rate,2001,7.26354512687736,11.008280512069373,3.934988445414342
Deaths,Western Europe,Both,All ages,Lower respiratory infections,Rate,2001,31.779058349294292,34.27849859347549,28.06590200373405
Deaths,Western Europe,Both,All ages,Ischemic heart disease,Rate,2001,181.29711454628125,190.72329533067526,162.89290182104716
Deaths,Western Europe,Both,All ages,Stroke,Rate,2001,103.21490833966492,109.94051709272718,90.98721941058157
Deaths,South Asia,Both,All ages,Ischemic heart disease,Rate,2001,70.75427803377023,82.48220412509602,59.64367631833543
Deaths,South Asia,Both,All ages,Stroke,Rate,2001,49.173137435721635,59.90021466398694,40.35461583225238
Deaths,Western Europe,Both,All ages,Chronic obstructive pulmonary disease,Rate,2001,39.214607221762066,41.50782753336114,35.55670435132302
Deaths,Western Europe,Both,All ages,Road injuries,Rate,2001,11.536533455963948,12.05129199185788,11.054221976042303
Deaths,South Asia,Both,All ages,Road injuries,Rate,2001,14.226860500232597,16.779190667195113,11.37788708845065
Deaths,High-income North America,Both,All ages,Alzheimer's disease and other dementias,Rate,2012,51.63328806085052,126.19547429005807,12.837478718429166
Deaths,Global,Both,All ages,Ischemic heart disease,Rate,1999,103.73856533090206,110.83677124835533,95.74632249770197
Deaths,Global,Both,All ages,Stroke,Rate,1999,100.15769247568433,108.5055846035208,92.24652291585505
Deaths,Sub-Saharan Africa,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,3.0326559271126516,3.788955679469807,2.3167898978681665
Deaths,High-income North America,Both,All ages,Diabetes mellitus,Rate,2012,20.242633273371585,22.2536864458204,17.459061069538524
Deaths,High-income North America,Both,All ages,Chronic kidney disease,Rate,2012,27.783944599883878,30.659292646912995,24.111251624063286
Deaths,Latin America and Caribbean,Both,All ages,Malaria,Rate,2012,0.41106646904903005,0.7936370550780548,0.18479275702768877
Deaths,Latin America and Caribbean,Both,All ages,Alzheimer's disease and other dementias,Rate,2012,16.09386238260176,40.2808849552224,3.9521255224403458
Deaths,Latin America and Caribbean,Both,All ages,Self-harm,Rate,2012,6.103186052722826,6.4341911226533846,5.825816966728951
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Rate,2001,15.609160492503838,38.8331712338712,3.855488573788757
Deaths,Western Europe,Both,All ages,All causes,Rate,2000,959.1562214157153,960.313399117798,958.1239522256731
Deaths,Western Europe,Both,All ages,Tuberculosis,Rate,2000,1.5209396480031092,1.651690287697381,1.3665328771959784
Deaths,Western Europe,Both,All ages,HIV/AIDS,Rate,2000,1.7906146490760675,1.8548915509990267,1.7197418146745753
Deaths,Western Europe,Both,All ages,Diarrheal diseases,Rate,2000,1.2135048800549604,1.3447751451413563,1.0585612776085003
Deaths,South Asia,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2012,4.443881857947925,5.703358447642979,3.6783043930940993
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,21.700556200812432,23.107604847443582,20.35761898897324
Deaths,North Africa and Middle East,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2012,10.655128902511127,12.259622461455287,8.514768642310102
Deaths,North Africa and Middle East,Both,All ages,Chronic kidney disease,Rate,2012,18.620192992288498,22.92808051993819,14.791254967908205
Deaths,East Asia,Both,All ages,Alzheimer's disease and other dementias,Rate,2002,15.86240938924542,40.3244530940293,3.863515348656504
Deaths,Global,Both,All ages,Road injuries,Rate,2000,21.04153627880205,24.320026914121858,17.57411145762754
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,21.81024061370609,23.158794735230614,20.44083018559684
Deaths,Global,Both,All ages,Chronic kidney disease,Rate,2002,13.439287728092507,15.14781903803304,11.713813653380104
Deaths,Sub-Saharan Africa,Both,All ages,Malaria,Rate,2012,73.30532066224475,115.77173885513044,37.44501089594172
Deaths,Sub-Saharan Africa,Both,All ages,Alzheimer's disease and other dementias,Rate,2012,6.485857984230652,16.459450102745365,1.5312757271861275
Deaths,Sub-Saharan Africa,Both,All ages,Self-harm,Rate,2012,7.886345530142464,10.392549269304661,5.691056068561853
Deaths,Global,Both,All ages,Chronic kidney disease,Rate,2001,13.255393107828697,15.017331088995197,11.661617724625447
Deaths,Global,Both,All ages,Diabetes mellitus,Rate,2001,15.160122002577122,17.215643154234524,13.031691552932957
Deaths,Western Europe,Both,All ages,Lower respiratory infections,Rate,2000,37.03038335650272,39.75745868027295,32.84973014329373
Deaths,Western Europe,Both,All ages,Ischemic heart disease,Rate,2000,186.72888148672314,196.15880937498284,168.67445896968727
Deaths,Western Europe,Both,All ages,Stroke,Rate,2000,105.14658054272662,111.95600626805293,93.2820303233146
Deaths,East Asia,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,32.68355033714106,36.873053406809944,28.382451445766378
Deaths,Western Europe,Both,All ages,All causes,Rate,2002,952.8095211992943,954.0161390123382,951.6738608916626
Deaths,Western Europe,Both,All ages,Tuberculosis,Rate,2002,1.361873144685885,1.4679052037122062,1.2196877251850369
Deaths,Western Europe,Both,All ages,HIV/AIDS,Rate,2002,1.672295294001763,1.7434794738957349,1.6026673647027427
Deaths,Western Europe,Both,All ages,Diarrheal diseases,Rate,2002,1.5266944584770894,1.6657154445884526,1.3308465898198079
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Diabetes mellitus,Rate,1998,10.384988036309803,10.81137899659871,9.94739418395941
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Chronic kidney disease,Rate,1998,7.7757934594974225,8.255720286116865,7.214897743298813
Deaths,Western Europe,Both,All ages,Lower respiratory infections,Rate,2002,31.70577239766366,34.2980297376858,27.915730843521864
Deaths,Western Europe,Both,All ages,Ischemic heart disease,Rate,2002,179.55471517657924,189.08727366830237,161.160426464834
Deaths,Western Europe,Both,All ages,Stroke,Rate,2002,102.93031204905333,109.59919665442327,90.57380573642176
Deaths,East Asia,Both,All ages,Self-harm,Rate,2002,15.429435054736265,18.113224077788438,11.837391540959294
Deaths,North Africa and Middle East,Both,All ages,Alzheimer's disease and other dementias,Rate,1998,7.181775602778252,18.814550928106012,1.6949946843593862
Deaths,East Asia,Both,All ages,Diabetes mellitus,Rate,2001,9.07850191580135,10.751186759407613,7.259861761451432
Deaths,Global,Both,All ages,Road injuries,Rate,1999,21.193162570203466,24.5833522467947,17.559243733197533
Deaths,Latin America and Caribbean,Both,All ages,Ischemic heart disease,Rate,1999,62.836032211212995,65.37774733806529,59.4146020997494
Deaths,Latin America and Caribbean,Both,All ages,Road injuries,Rate,1999,20.12927714778408,21.182299075430212,19.06519489623744
Deaths,East Asia,Both,All ages,Malaria,Rate,2001,0.0019730075512487837,0.004671782200899065,0.0008463012078730592
Deaths,Western Europe,Both,All ages,Malaria,Rate,2002,0.0023500067215203764,0.0038329848064314223,0.0011958480536484277
Deaths,Western Europe,Both,All ages,Malaria,Rate,2000,0.0017359956138021323,0.0031899751018546266,0.000688883397309282
Deaths,Western Europe,Both,All ages,Chronic obstructive pulmonary disease,Rate,2000,40.15309526816096,42.48065338046928,36.517015428217675
Deaths,Western Europe,Both,All ages,Road injuries,Rate,2000,12.01399884026119,12.552356788336049,11.52644239982936
Deaths,Western Europe,Both,All ages,Chronic obstructive pulmonary disease,Rate,2002,40.580694153327464,42.96072240118828,36.707535156773076
Deaths,Western Europe,Both,All ages,Road injuries,Rate,2002,11.040693298094448,11.603290848201688,10.528600865919364
Deaths,East Asia,Both,All ages,Chronic kidney disease,Rate,2001,10.678119442755433,13.109137589885314,8.816240210849648
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Rate,2000,15.295187576841288,38.28964212247695,3.7770812235041338
Deaths,Latin America and Caribbean,Both,All ages,Ischemic heart disease,Rate,2001,61.49503665125156,63.89196781316031,57.991433904499296
Deaths,East Asia,Both,All ages,Alzheimer's disease and other dementias,Rate,2001,15.28885359128244,38.20796016057533,3.7775033894271797
Deaths,South Asia,Both,All ages,Diarrheal diseases,Rate,2002,76.87269055640333,122.04243908859269,61.096906462107256
Deaths,South Asia,Both,All ages,Lower respiratory infections,Rate,2002,50.4279034012872,56.34249149652135,44.62037087601142
Deaths,Sub-Saharan Africa,Both,All ages,All causes,Rate,2001,1338.9186035592784,1348.8162802210134,1330.0910020344138
